County,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed. Status,State Status,Habitat,Wet Habitat Flag
Unicoi,Vascular Plant,Flowering Plant,Silene ovata,Ovate Catchfly,G3,S2,--,E,Open Oak Woods,Upland
Unicoi,Vertebrate Animal,Mammal,Sorex hoyi,American Pygmy Shrew,G5,S2,--,"Rare, Not State Listed","Found in a variety of habitats, with moist sites preferred over dry areas; middle and east Tennessee.",Upland
Unicoi,Vascular Plant,Flowering Plant,Hexastylis virginica,Virginia Heartleaf,G4,S2,--,S,Sandy Or Rocky Woods,Upland
Unicoi,Vertebrate Animal,Mammal,Sorex dispar,Long-tailed Shrew,G4,S2,--,D,"Mountainous, forested areas with loose talus; east Tennessee.",Upland
Unicoi,Vascular Plant,Flowering Plant,Liparis loeselii,Fen Orchis,G5,S1,--,T,Calcareous Seeps,Possible
Unicoi,Vascular Plant,Flowering Plant,Carex misera,Wretched Sedge,G3,S2,--,T,Mountain Ledges And Balds,Upland
Unicoi,Vascular Plant,Flowering Plant,Cardamine clematitis,Mountain Bittercress,G3,S2,--,T,High Elevation Seeps,Possible
Unicoi,Vascular Plant,Flowering Plant,Platanthera psycodes,Small Purple Fringed Orchid,G5,S2,--,S,Wet Woods And Bog Margins,Possible
Unicoi,Invertebrate Animal,Mollusc,Pilsbryna aurea,Ornate Bud,G1,S1,--,"Rare, Not State Listed","Deep, wet leaves of karstic forests & hills, near streams; assoc. with limestone/dolomite outcrops; Unicoi, Washington, & Blount cos.",Upland
Unicoi,Vascular Plant,Flowering Plant,Corydalis sempervirens,Pale Corydalis,G5,S1S2,--,S,Dry Or Rocky Woods,Upland
Unicoi,Vascular Plant,Flowering Plant,Streptopus roseus,Rosy Twisted-stalk,G5,S2,--,S,"Rich, Moist Mountain Woods",Upland
Unicoi,Vascular Plant,Flowering Plant,Buckleya distichophylla,Piratebush,G3,S2,--,T,Rocky Mountain Woods W/ Hemlock,Upland
Unicoi,Vascular Plant,Flowering Plant,Castanea dentata,American Chestnut,G3,S2S3,--,S,Mesic To Dry Forests,Upland
Unicoi,Vascular Plant,Flowering Plant,Epilobium angustifolium,Fireweed,G5,S1,--,T,High Elevation Disturbed Woods,Upland
Unicoi,Vertebrate Animal,Mammal,Myotis leibii,Eastern Small-footed Myotis,G4,S2S3,--,D,"Hibernates in caves & mines; also uses abandoned buildings, bridges, and barns seasonally.",Upland
Unicoi,Vascular Plant,Flowering Plant,Hypericum graveolens,Mountain St. John's-wort,G3,S3,--,E,Boggy Woods And River Banks,Possible
Unicoi,Vascular Plant,Flowering Plant,Symphyotrichum ericoides var. ericoides,White Heath Aster,G5T5,S1,--,E,Barrens,Upland
Unicoi,Vascular Plant,Flowering Plant,Polygonum cilinode,Fringed Black Bindweed,G5,S1S2,--,T,Dry Rocky Woods And Thickets,Upland
Unicoi,Vascular Plant,Plant: Gymnosperm,Abies fraseri,Fraser Fir,G2,S1S2,--,T,Forests Above 5500 Ft,Possible
Unicoi,Vertebrate Animal,Mammal,Neotoma magister,Allegheny Woodrat,G3G4,S3,--,D,"Outcrops, cliffs, talus slopes, crevices, sinkholes, caves & karst.",Upland
Unicoi,Vertebrate Animal,Amphibian,Plethodon welleri,Weller's Salamander,G3,S2,--,D,"Rich woods under downed logs, rocks, leaf litter; spruce-fir, birch-hemlock, and primarily deciduous forests of NE Blue Ridge.",Upland
Unicoi,Vascular Plant,Flowering Plant,Panax quinquefolius,American Ginseng,G3G4,S3S4,--,S-CE,Rich Woods,Possible
Unicoi,Nonvascular Plant,Non-Vascular Plant,Frullania plana,A Liverwort,G4,S2,--,S,Shaded Rocks In Moist Mountain Coves,No Data
Unicoi,Vascular Plant,Flowering Plant,Melanthium latifolium,Broadleaf Bunchflower,G5,S1S2,--,E,Oak Forest,Possible
Unicoi,Vascular Plant,Flowering Plant,Potentilla tridentata,Three-toothed Cinquefoil,G5,S1S2,--,T,High Elevation Openings,Upland
Unicoi,Invertebrate Animal,Insect,Speyeria diana,Diana Fritillary,G2G3,S3,--,"Rare, Not State Listed","Fields, edges, and openings in moist, rich, forested mountains and valleys; Blue Ridge & Cumberland Plateau generally.",Upland
Unicoi,Vertebrate Animal,Fish,Carpiodes velifer,Highfin Carpsucker,G4G5,S2S3,--,D,"Large rivers, mostly in Tennessee River drainage.",Aquatic
Unicoi,Vascular Plant,Flowering Plant,Carex ruthii,Ruth's Sedge,G3G4,S2,--,T,Mountain Forests And Wet Areas,Possible
Unicoi,Vascular Plant,Flowering Plant,Campanula aparinoides,Marsh Bellflower,G5,S2,--,S,Bogs,Possible
Unicoi,Vascular Plant,Flowering Plant,Caulophyllum giganteum,Giant Blue Cohosh,G4G5,S1,--,T,Rich Woods,Upland
Unicoi,Vascular Plant,Flowering Plant,Pyrola americana,American Wintergreen,G5,S2,--,E,Moist Woods And Bogs,Possible
Unicoi,Vertebrate Animal,Fish,Etheostoma acuticeps,Sharphead Darter,G3,S2S3,--,"Rare, Not State Listed",Strongly flowing water in riffles and chutes of large upland creeks and medium-sized rivers.,Aquatic
Unicoi,Vascular Plant,Flowering Plant,Juglans cinerea,Butternut,G3,S3,--,T,Rich Woods And Hollows,Possible
Unicoi,International Vegetation Classification - Natural,Plant Community,"Tsuga caroliniana - Pinus (rigida, pungens, virginiana) Forest",Carolina Hemlock Foreset (Pine Type),G2,SNR,--,"Rare, Not State Listed",No Data,No Data
Unicoi,Nonvascular Plant,Non-Vascular Plant,Drepanolejeunea appalachiana,A Liverwort,G2?,S1,--,S,"Tree Bark, 2000-4500 Ft.",Upland
Unicoi,Vascular Plant,Flowering Plant,Oenothera parviflora,Northern Evening-primrose,G5,S1,--,S,Disturbed Open Areas,Possible
Unicoi,Vascular Plant,Flowering Plant,Heracleum maximum,Cow-parsnip,G5,S2,--,S,Moist Woods And Floodplains,Possible
Unicoi,Vascular Plant,Flowering Plant,Adlumia fungosa,Climbing Fumitory,G4,S2,--,T,Rich Mesic Woods,Upland
Unicoi,Vascular Plant,Flowering Plant,Stachys clingmanii,Clingman's Hedge-nettle,G2,S1S2,--,T,Mountain Clearings And Meadows,Upland
Unicoi,Vascular Plant,Flowering Plant,Packera schweinitziana,Schweinitz's ragwort,G5?,S1,--,T,High Elevation Balds,Upland
Unicoi,Vascular Plant,Flowering Plant,Cardamine rotundifolia,Round-leaf Watercress,G4,S2S3,--,S,Mucky Wetlands And Seeps,Possible
Unicoi,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland
Unicoi,Vascular Plant,Flowering Plant,Hypericum mitchellianum,Blue Ridge St. John's-wort,G3,S2,--,T,"High Elevation, Moist Woods",Upland
Unicoi,Vascular Plant,Flowering Plant,Carex roanensis,Roan Mountain Sedge,G2G3,S2,--,S,Mid-Elevation Woodlands,Upland
Unicoi,Vascular Plant,Flowering Plant,Trillium rugelii,Southern Nodding Trillium,G4,S2,--,E,Rich Mountain Woods,Possible
Unicoi,Vertebrate Animal,Amphibian,Desmognathus wrighti,Pygmy Salamander,G3,S2S3,--,D,"Mature hardwoods & spruce-fir forests under moss, leaf litter, logs, bark, and rocks; high elevations; Blue Ridge.",Upland
Unicoi,Nonvascular Plant,Non-Vascular Plant,Cephaloziella spinicaulis,A Liverwort,G3G4,S1,--,S,Crevices Of Rock Outcrops,Upland
Unicoi,Vascular Plant,Flowering Plant,Carex bromoides ssp. montana,Blue Ridge Brome Sedge,G5T3?,S1,--,T,Mountain Bogs & Seeps,Possible
Unicoi,Vascular Plant,Flowering Plant,Lysimachia terrestris,Swamp Loosestrife,G5,S1,--,E,Wet Prairies And Swamps,Possible
Unicoi,Invertebrate Animal,Mollusc,Stenotrema altispira,Highland Slitmouth,G3,S2?,--,"Rare, Not State Listed","Leaf litter, logs, talus in mixed woodland, spring fed slopes; higher elevations of central & N Blue Ridge; northeast Tennessee.",Upland
Unicoi,Vascular Plant,Flowering Plant,Paronychia argyrocoma,Silverling,G4,S1S2,--,T,"Dry Sandstone, Granite Outcrops",Upland
Unicoi,Vascular Plant,Flowering Plant,Cymophyllus fraserianus,Fraser's Sedge,G4,S3,--,S,Mixed Mesophytic Forests,Upland
Unicoi,Invertebrate Animal,Mollusc,Paravitrea tridens,White-foot Supercoil,G2,S2,--,"Rare, Not State Listed",Moist leaf litter on wooded hillsides; northeast Tennessee; Ridge & Valley and Blue Ridge.,Upland
Unicoi,Vertebrate Animal,Amphibian,Desmognathus carolinensis,Carolina Mountain Dusky Salamander,G4,S2S3,--,"Rare, Not State Listed","Seepage areas, springs, small streams, & wet rock faces; spruce-fir forest floor; Blue Ridge; Cocke, Greene, Unicoi Cos.",Aquatic
Unicoi,Nonvascular Plant,Non-Vascular Plant,Radula tenax,A Liverwort,G3G4,S3,--,S,Moist Rocks Or Trees,No Data
Unicoi,Vascular Plant,Flowering Plant,Allium tricoccum,Ramps,G5,S1S2,--,S-CE,Rich Woods,Possible
Unicoi,Invertebrate Animal,Mollusc,Ventridens coelaxis,Bidentate Dome,G3,S2S3,--,"Rare, Not State Listed","In leaf litter on mountainsides, often at higher elevations; northernmost Blue Ridge and Ridge & Valley.",Upland
Unicoi,Vertebrate Animal,Mammal,Condylura cristata,Star-nosed Mole,G5,S2,--,D,Hydric soils in beech-maple-birch forests at higher elevations in the Appalachians.,Possible
Unicoi,Vascular Plant,Flowering Plant,Diervilla sessilifolia var. rivularis,Mountain Bush-honeysuckle,G3,S2,--,T,Dry Cliffs And Bluffs,Upland
Unicoi,Vascular Plant,Flowering Plant,Agastache scrophulariifolia,Purple Giant Hyssop,G4,S1S2,--,T,Rich Mountain Woods,Upland
Unicoi,Vascular Plant,Plant: Gymnosperm,Tsuga caroliniana,Carolina Hemlock,G2G3,S3,--,T,Dry Ridges,Upland
Unicoi,Vascular Plant,Flowering Plant,Corallorhiza maculata,Spotted Coralroot,G5,S1,--,T,"Shady, Moist Woods",Upland
Unicoi,Vascular Plant,Fern and Fern Ally,Dryopteris carthusiana,Spinulose Shield Fern,G5,S1,--,T,Bogs,Possible
Unicoi,Invertebrate Animal,Mollusc,Inflectarius subpalliatus,Velvet Covert,G2G3,S2,--,"Rare, Not State Listed","Leaf litter, rotting logs, talus in mixed woodland; may be arboreal; mid to upper elevations of Blue Ridge; Carter & Unicoi counties.",Upland
Unicoi,Vertebrate Animal,Mammal,Parascalops breweri,Hairy-tailed Mole,G5,S3,--,D,Moist soils in deciduous forests with thick humus; east Tennessee.,Upland
Unicoi,Vertebrate Animal,Fish,Percina aurantiaca,Tangerine Darter,G4,S3,--,D,"Large-moderate size headwater tribs to Tennessee River, in clear, fairly deep, rocky pools, usually below riffles.",Aquatic
Unicoi,Nonvascular Plant,Non-Vascular Plant,Riccardia jugata,No Data,G2,S2,--,S,No Data,No Data
Unicoi,Vascular Plant,Flowering Plant,Carex argyrantha,Hay Sedge,G5,S1,--,T,Sandy Or Rocky Woods,Upland
Unicoi,Invertebrate Animal,Insect,Trechus vandykei,A Carabid Beetle,GNR,S3?,--,"Rare, Not State Listed",Terrestrial; found in leafmold or under moss mats; Camp Creek Bald & Unaka Mountain; Blue Ridge; Greene & Unicoi counties.,Upland
Unicoi,Invertebrate Animal,Mollusc,Ventridens decussatus,Crossed Dome,G3,S2?,--,"Rare, Not State Listed","In leaf litter of oak woods, usually above 3,000 ft; Blue Ridge.",Upland
Unicoi,Invertebrate Animal,Mollusc,Anguispira jessica,Mountain Disc,G3G4,S3,--,"Rare, Not State Listed","Higher elevations in the southern Appalachians, arboreal; also inhabits rotting wood; Roan Mountain & Mt. Le Conte.",Upland
Unicoi,Vertebrate Animal,Amphibian,Plethodon yonahlossee,Yonahlossee Salamander,G4,S2,--,"Rare, Not State Listed",Mature woodland hillsides and ravines of the Blue Ridge Mountains; far NE Tennessee; esp. Cherokee National Forest.,Upland
Unicoi,Vascular Plant,Flowering Plant,Calamagrostis porteri,Porter's Reedgrass,G4,S1,--,E,Rich Mountain Woods,Upland
Unicoi,Invertebrate Animal,Crustacean,Stygobromus barryi,A Cave Obligate Amphipod,G2G3,S1,--,"Rare, Not State Listed",Aquatic cave obligate; northern Blue Ridge mountains; Unicoi County.,Aquatic
Unicoi,Vascular Plant,Flowering Plant,Coeloglossum viride var. virescens,Long-bracted Green Orchis,G5T5,S1,--,E,Wet Woods And Seeps,Possible
Unicoi,Invertebrate Animal,Mollusc,Discus bryanti,Sawtooth Disc,G3,S1S2,--,"Rare, Not State Listed","Leaf litter in rocky upland woods, under rotting logs; northeast Tennessee; Blue Ridge.",Upland
Unicoi,Vertebrate Animal,Mammal,Spilogale putorius,Eastern Spotted Skunk,G4,S3,--,"Rare, Not State Listed","Rocky outcrops, open prairies, brushy areas, cultivated fields, and barnyards; more common in east Tennessee; reclusive.",Upland
Union,Animal Assemblage,No Data,Rookery,Heron Rookery,G5,SNR,--,"Rare, Not State Listed",No Data,No Data
Union,Vascular Plant,Flowering Plant,Parnassia grandifolia,Large-leaved Grass-of-parnassus,G3,S3,--,S,Calcareous Seeps,Possible
Union,Vertebrate Animal,Mammal,Sorex hoyi,American Pygmy Shrew,G5,S2,--,"Rare, Not State Listed","Found in a variety of habitats, with moist sites preferred over dry areas; middle and east Tennessee.",Upland
Union,Vertebrate Animal,Fish,Noturus flavipinnis,Yellowfin Madtom,G1,S1,"LT,XN",T,Medium size to large creeks and small rivers that are unpolluted & relatively unsilted; upper Tennessee River watershed.,Aquatic
Union,Vascular Plant,Flowering Plant,Pedicularis lanceolata,Swamp Lousewort,G5,S1S2,--,S,Wet Acidic Barrens And Seeps,Possible
Union,Vertebrate Animal,Fish,Erimystax cahni,Slender Chub,G1,S1,"LT, XN",T,Major headwater tribs to TN River with small gravel substrates & swift-moderate currents.,Aquatic
Union,Vascular Plant,Flowering Plant,Rhynchospora capillacea,Horned Beakrush,G4G5,S1,--,E,Limestone Creek Banks And Seeps,Possible
Union,Vascular Plant,Flowering Plant,Aureolaria patula,Spreading False-foxglove,G3,S3,--,S,Oak Woods And Edges,Upland
Union,Invertebrate Animal,Mollusc,Fusconaia cuneolus,Finerayed Pigtoe,G1,S1,"LE, XN",E,Riffles of fords and shoals of mod gradient streams in firm cobble and gravel substrates; middle & upper Tennessee River watershed.,Aquatic
Union,Vascular Plant,Flowering Plant,Meehania cordata,Heartleaf Meehania,G5,S2,--,T,Wooded Mountain Slopes,Upland
Union,Invertebrate Animal,Insect,Pseudanophthalmus unionis,Union County Cave Beetle,G1G2,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; Ridge & Valley; Union County.,Upland
Union,Vascular Plant,Flowering Plant,Melanthium latifolium,Broadleaf Bunchflower,G5,S1S2,--,E,Oak Forest,Possible
Union,Vertebrate Animal,Mammal,Myotis lucifugus,Little Brown Myotis,G3,S3,--,T,Often uses human-made structures for resting and maternity sites; they also use caves and hollow trees. Typically feed over water.,No Data
Union,Vertebrate Animal,Mammal,Perimyotis subflavus,Tri-colored bat,G2G3,S2S3,--,T,Generally associated with forested landscapes but may roost near openings.,No Data
Union,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland
Union,Vascular Plant,Flowering Plant,Juncus brachycephalus,Small-headed Rush,G5,S2,--,S,Seeps And Wet Bluffs,Possible
Union,Invertebrate Animal,Arachnid,Nesticus paynei,A Cave Spider,G3G4,S3,--,"Rare, Not State Listed",Terrestrial cave associate; also may be found on surface; northern Ridge & Valley.,Upland
Union,Vertebrate Animal,Mammal,Myotis sodalis,Indiana Myotis,G2,S1,LE,E,Hibernates in caves; spring/summer maternity roosts are normally under the bark of standing trees.,Upland
Union,Vertebrate Animal,Fish,Erimonax monachus,Spotfin Chub,G2,S2,"LT,XN",T,Clear upland rivers with swift currents & boulder substrates; portions of the Tennessee River watershed.,Aquatic
Union,Invertebrate Animal,Insect,Hydropsyche etnieri,Buffalo Springs Caddisfly,G2,S2,--,"Rare, Not State Listed",Spring-fed creeks; northern Ridge & Valley; upper Tennessee River watershed.,Aquatic
Union,Vascular Plant,Flowering Plant,Berberis canadensis,American Barberry,G3G4,S2,--,S,Rocky Woods And River Bars,Possible
Union,Vertebrate Animal,Fish,Percina aurantiaca,Tangerine Darter,G4,S3,--,D,"Large-moderate size headwater tribs to Tennessee River, in clear, fairly deep, rocky pools, usually below riffles.",Aquatic
Van Buren,Invertebrate Animal,Insect,Atheta lucifuga,Light Shunning Rove Beetle,G4,S2,--,"Rare, Not State Listed",Terrestrial cave associate; reported from two caves in the Cumberland Plateau; Van Buren County.,Upland
Van Buren,Vertebrate Animal,Reptile,Ophisaurus attenuatus longicaudus,Eastern Slender Glass Lizard,G5T5,S3,--,D,"Dry upland areas including brushy, cut-over woodlands and grassy fields; nearly statewide but obscure; fossorial.",Upland
Van Buren,Invertebrate Animal,Crustacean,Cambarus pristinus,Pristine Crayfish,G2,S2,--,E,Under cover in small-large size streams; headwaters of Caney Fork River & abutting Sequatchie River tributaries; Cumberland Plateau.,Aquatic
Van Buren,Vertebrate Animal,Mammal,Myotis septentrionalis,Northern Myotis,G1G2,S1S2,LT,T,"A forest bat whose summer roosts may include caves, mines, live trees and snags; hibernates in caves and mines, often using small cracks and fissures.  Notably susceptible to White-Nose Syndrome.",No Data
Van Buren,Nonvascular Plant,Non-Vascular Plant,Radula voluta,A Liverwort,G3,S2,--,S,Shady Moist Boulders By Waterfalls Or Sreams,Possible
Van Buren,Invertebrate Animal,Arachnid,Nesticus tennesseensis,Tennessee cave spider,G3G4,S2S4,--,"Rare, Not State Listed",Terrestrial cave associate or possibly obligate; east Tennessee.,Upland
Van Buren,Vascular Plant,Flowering Plant,Platanthera cristata,Yellow Crested Orchid,G5,S2S3,--,S,Acidic Seeps And Stream Heads,Possible
Van Buren,Vascular Plant,Flowering Plant,Pogonia ophioglossoides,Rose Pogonia,G5,S2,--,E,Wet Acidic Barrens,Possible
Van Buren,Invertebrate Animal,Mollusc,Lithasia geniculata pinguis,Small Geniculate River Snail,G3QT3Q,S2,--,"Rare, Not State Listed","Headwater form of L. geniculata, in small rivers and large streams, on gravel substrates; upper Duck & Caney Fork systems.",Aquatic
Van Buren,Invertebrate Animal,Mollusc,Paravitrea variabilis,Variable Supercoil,G2G3,S2S3,--,"Rare, Not State Listed","In pockets of deep, moist leaf litter on forested hillsides & ravines; escarpment of Cumb. Plateau in Sequatchie Valley & Franklin Co.",Upland
Van Buren,Vascular Plant,Flowering Plant,Helianthemum propinquum,Low Frostweed,G4,S1S2,--,E,Barrens,Upland
Van Buren,Vascular Plant,Flowering Plant,Spiraea virginiana,Virginia Spiraea,G2,S2,LT,E,Stream Bars And Ledges,Possible
Van Buren,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,No Status,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Van Buren,Vascular Plant,Flowering Plant,Rhynchospora rariflora,Few-flowered Beak-rush,G5,S1,--,E,Swamps And Bogs,Possible
Van Buren,Invertebrate Animal,Insect,Neanura sp. 1,A Cave Obligate Springtail From TN,G1,S1,--,"Rare, Not State Listed","Terrestrial cave obligate; Rumbling Falls area, Van Buren Co; known from a single cave.",Upland
Van Buren,Vascular Plant,Flowering Plant,Xyris ambigua,Coastal Plain Yellow-eyed Grass,G5,S1,--,E,"Margins Of Ponds, Bogs, And Ditches",Possible
Van Buren,Vascular Plant,Flowering Plant,Lilium philadelphicum,Wood Lily,G5,S1,--,E,"Dry Openings, Powerlines",Possible
Van Buren,Vascular Plant,Flowering Plant,Poa saltuensis,Drooping Bluegrass,G5,S1,--,T,Rich Oak Woods,Possible
Van Buren,Invertebrate Animal,Crustacean,Sagittocythere barri,Ectocommensal Ostracod,G5,S3,--,"Rare, Not State Listed",Aquatic cave obligate; crayfish commensal.,Aquatic
Van Buren,Vascular Plant,Flowering Plant,Dichanthelium ensifolium ssp. curtifolium,Short-leaved Panic Grass,G4T3?,S1,--,E,Boggy Areas,Possible
Van Buren,Invertebrate Animal,Arachnid,Kleptochthonius daemonius,A Cave Obligate Pseudoscorpion,G1G2,S1S2,--,"Rare, Not State Listed",Terrestrial cave obligate; Cumberland Plateau.,Upland
Van Buren,Vertebrate Animal,Mammal,Sorex hoyi,American Pygmy Shrew,G5,S2,--,"Rare, Not State Listed","Found in a variety of habitats, with moist sites preferred over dry areas; middle and east Tennessee.",Upland
Van Buren,Nonvascular Plant,Non-Vascular Plant,Lejeunea blomquistii,Blomquist Leafy Liverwort,G1G2,S1S2,--,S,Mid Elev. Gorges On Rock Or Bark,Upland
Van Buren,Vertebrate Animal,Mammal,Sorex dispar,Long-tailed Shrew,G4,S2,--,D,"Mountainous, forested areas with loose talus; east Tennessee.",Upland
Van Buren,Vertebrate Animal,Mammal,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,G3G4,S3,--,D,"Caves, hollow trees, abandoned buildings; often associated with forested areas.",Upland
Van Buren,Vascular Plant,Flowering Plant,Eleocharis equisetoides,Horse-tail Spike-rush,G4,S1,--,E,Pond Edges And Open Wetlands,Possible
Van Buren,Vascular Plant,Fern and Fern Ally,Woodwardia virginica,Virginia Chainfern,G5,S2,--,S,Acidic Wetlands,Possible
Van Buren,Vascular Plant,Flowering Plant,Allium burdickii,Narrow-leaf Ramps,G4G5,S1S2,--,T-CE,Rich Woods,Possible
Van Buren,Vascular Plant,Flowering Plant,Castanea dentata,American Chestnut,G3,S2S3,--,S,Mesic To Dry Forests,Upland
Van Buren,Vertebrate Animal,Mammal,Myotis leibii,Eastern Small-footed Myotis,G4,S2S3,--,D,"Hibernates in caves & mines; also uses abandoned buildings, bridges, and barns seasonally.",Upland
Van Buren,Vascular Plant,Flowering Plant,Hydrocotyle americana,American Water-pennywort,G5,S1,--,E,Wet Soils And Pools,Possible
Van Buren,Invertebrate Animal,Other Type,Scoterpes ventus,A Cave Obligate Millipede,G3,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; wet caves of the Cumberland Plateau & Sequatchie Valley.,Upland
Van Buren,Invertebrate Animal,Insect,Arrhopalites sp. 4,A Cave Springtail (species 1),G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; middle Cumberlands.,Upland
Van Buren,Vertebrate Animal,Mammal,Neotoma magister,Allegheny Woodrat,G3G4,S3,--,D,"Outcrops, cliffs, talus slopes, crevices, sinkholes, caves & karst.",Upland
Van Buren,Vascular Plant,Flowering Plant,Panax quinquefolius,American Ginseng,G3G4,S3S4,--,S-CE,Rich Woods,Possible
Van Buren,Vascular Plant,Flowering Plant,Hypericum nudiflorum,Early St. Johnswort,G5,S2,--,S,Acidic Wet And/Or Open Areas,Possible
Van Buren,Invertebrate Animal,Arachnid,Theromaster sp. 1,A Harvestman From Cummings Cove Cave,G1,S1,--,"Rare, Not State Listed",Terrestrial cave associate; known from one cave in the Cumberland Plateau; Van Buren County.,Upland
Van Buren,Invertebrate Animal,Arachnid,Phalangodes appalachius,A Cave Obligate Harvestman,G3G4,S3,--,"Rare, Not State Listed",Terrestrial cave obligate; Cumberland Plateau.,Upland
Van Buren,Invertebrate Animal,Other Type,Chaetaspis mollis,A Cave Millipede,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; central Cumberland Plateau; Van Buren County.,Upland
Van Buren,Invertebrate Animal,Mollusc,Carychium stygium,Cave Thorn,G3,S2,--,"Rare, Not State Listed",Cave obligate; feeds on cricket guano; Highland Rim & escarpment of Cumberland Plateau.,Upland
Van Buren,Vascular Plant,Flowering Plant,Utricularia subulata,Zigzag Bladderwort,G5,S1,--,T,"Wet Barrens, Ecotones",Possible
Van Buren,Vertebrate Animal,Mammal,Myotis lucifugus,Little Brown Myotis,G3,S3,--,T,Often uses human-made structures for resting and maternity sites; they also use caves and hollow trees. Typically feed over water.,No Data
Van Buren,Vertebrate Animal,Mammal,Perimyotis subflavus,Tri-colored bat,G2G3,S2S3,--,T,Generally associated with forested landscapes but may roost near openings.,No Data
Van Buren,Invertebrate Animal,Insect,Speyeria diana,Diana Fritillary,G2G3,S3,--,"Rare, Not State Listed","Fields, edges, and openings in moist, rich, forested mountains and valleys; Blue Ridge & Cumberland Plateau generally.",Upland
Van Buren,Invertebrate Animal,Insect,Pseudosinella spinosa,A Cave Obligate Springtail,G5,S2,--,"Rare, Not State Listed",Terrestrial cave obligate; middle and southern Cumberlands.,Upland
Van Buren,Invertebrate Animal,Crustacean,Orconectes australis,Southern Cave Crayfish,G5,S3,--,"Rare, Not State Listed",Aquatic cave obligate; subterranean streams & pools; Eastern Highland Rim escarpment to the Cumberland Plateau.,Aquatic
Van Buren,Invertebrate Animal,Insect,Triacanthella copelandi,Copeland's Springtail,G1,S1,--,"Rare, Not State Listed",Terrestrial cave associate; middle Cumberlands; also reported from Great Smoky Mtns.,Upland
Van Buren,Vertebrate Animal,Reptile,Pituophis melanoleucus melanoleucus,Northern Pinesnake,G4T4,S3,--,T,"Well-drained sandy soils in pine/pine-oak woods; dry mountain ridges; E portions of west TN, E to lower elev of the Appalachians.",Upland
Van Buren,Vertebrate Animal,Fish,Typhlichthys subterraneus,Southern Cavefish,G4,S3,--,D,"Aquatic cave obligate; cave streams, karst waters, and water supply wells; reported from all karst regions excluding RV & BR.",Aquatic
Van Buren,Vertebrate Animal,Amphibian,Hemidactylium scutatum,Four-toed Salamander,G5,S3,--,D,"Woodland swamps, shallow depressions, & sphagnum mats on acidic soils; middle & east Tennessee.",Possible
Van Buren,Vascular Plant,Flowering Plant,Juglans cinerea,Butternut,G3,S3,--,T,Rich Woods And Hollows,Possible
Van Buren,Invertebrate Animal,Arachnid,Anthrobia mammouthia,Mammoth Cave spider,G5,S1,--,"Rare, Not State Listed","Terrestrial cave obligate; reported from a handful of caves in the middle Cumberlands; Bledsoe, Grundy, & Van Buren counties.",Upland
Van Buren,Invertebrate Animal,Insect,Pseudosinella sp. 7 nr. nata,A Springtail From Upper Cummings Cove Cave,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; Van Buren Co.,Upland
Van Buren,Vascular Plant,Fern and Fern Ally,Pilularia americana,American Pillwort,G5,S1S2,--,S,Lake Drawdown Zones,Aquatic
Van Buren,Vascular Plant,Flowering Plant,Acalypha deamii,Deam's Copperleaf,G4?,S1,--,S,Mesic Woods-Sandbars,Possible
Van Buren,Vascular Plant,Flowering Plant,Drosera capillaris,Pink Sundew,G5,S1,--,T,Acidic Wetlands,Possible
Van Buren,Invertebrate Animal,Insect,Nelsonites walteri,A Cave Obligate Beetle,G3,S3,--,"Rare, Not State Listed","Terrestrial cave obligate, northern Cumberlands.",Upland
Van Buren,Vascular Plant,Flowering Plant,Nestronia umbellula,Nestronia,G4,S1,--,E,Upland Woods,Upland
Van Buren,Invertebrate Animal,Mollusc,Lithasia geniculata fuliginosa,Geniculate River Snail,G3QT3Q,S2,--,"Rare, Not State Listed",Medium-sized river form of L. geniculata; portions of lower Cumberland and lower Tennessee river systems; Duck & Buffalo rivers.,Aquatic
Van Buren,Invertebrate Animal,Crustacean,Diacyclops yeatmani,Yeatman's Groundwater Copepod,G2G3,S1,--,"Rare, Not State Listed",Aquatic cave obligate; central & southern Cumberlands generally; possibly part of a species complex.,Aquatic
Van Buren,Invertebrate Animal,Insect,Litocampa sp. 5,A Cave Dipluran From TN,G2,S1,--,"Rare, Not State Listed","Terrestrial cave obligate, Cumberland Plateau escarpment.",Upland
Van Buren,Vertebrate Animal,Fish,Notropis rupestris,Bedrock Shiner,G2,S2,--,D,Bedrock pools of some low-gradient streams of the Nashville Basin.,Aquatic
Van Buren,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland
